feature,feature_display,feature_order,contrast,positive_label,negative_label,positive_name,negative_name,model_short,model,metric,metric_label,metric_family,source_path,layer,positive_mean,negative_mean,positive_minus_negative,ci_low,ci_high,se,z_value,p_value_two_sided,support,ci_method,hypothesis,aggregation
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_iso_gpt2.csv,0,0.006022350755147054,0.008253230436746395,-0.00223087968159934,-0.002289231298172908,-0.0021725280650257725,2.977123294569772e-05,-74.93407094252466,0.0,supports_negative_group_greater,normal_approx_from_independent_group_ci,Tokens before their syntactic head differ from tokens after their syntactic head.,token_weighted_positive_minus_negative
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_iso_gpt2.csv,1,0.01297975140550973,0.014049742104050626,-0.0010699906985408968,-0.001233807825973316,-0.0009061735711084776,8.358016705735674e-05,-12.801968890617527,1.5984639263225636e-37,supports_negative_group_greater,normal_approx_from_independent_group_ci,Tokens before their syntactic head differ from tokens after their syntactic head.,token_weighted_positive_minus_negative
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_iso_gpt2.csv,2,0.016682103075258328,0.016911625547976875,-0.0002295224727185477,-0.0004521901128192138,-6.854832617881582e-06,0.00011360593882687047,-2.020338682014925,0.04334826902897704,supports_negative_group_greater,normal_approx_from_independent_group_ci,Tokens before their syntactic head differ from tokens after their syntactic head.,token_weighted_positive_minus_negative
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_iso_gpt2.csv,3,0.020847815540918784,0.01780952584066208,0.003038289700256703,0.0028013975531919377,0.003275181847321468,0.00012086334033916593,25.138223813198227,1.901080754311861e-139,supports_positive_group_greater,normal_approx_from_independent_group_ci,Tokens before their syntactic head differ from tokens after their syntactic head.,token_weighted_positive_minus_negative
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_iso_gpt2.csv,4,0.0251596168492292,0.019269605440719317,0.005890011408509883,0.005621096051074279,0.006158926765945486,0.00013720171297734848,42.92957632010253,0.0,supports_positive_group_greater,normal_approx_from_independent_group_ci,Tokens before their syntactic head differ from tokens after their syntactic head.,token_weighted_positive_minus_negative
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_iso_gpt2.csv,5,0.027068921752401675,0.019369746440524832,0.007699175311876843,0.007398213510852317,0.008000137112901368,0.0001535519392982275,50.140528000258975,0.0,supports_positive_group_greater,normal_approx_from_independent_group_ci,Tokens before their syntactic head differ from tokens after their syntactic head.,token_weighted_positive_minus_negative
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_iso_gpt2.csv,6,0.029211059639419487,0.02030758003823447,0.008903479601185017,0.008590640756336664,0.009216318446033371,0.00015961165553487398,55.78213928894229,0.0,supports_positive_group_greater,normal_approx_from_independent_group_ci,Tokens before their syntactic head differ from tokens after their syntactic head.,token_weighted_positive_minus_negative
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_iso_gpt2.csv,7,0.03172390187527376,0.019526234105555214,0.012197667769718548,0.011868152881019048,0.012527182658418049,0.0001681198411732146,72.55341002345605,0.0,supports_positive_group_greater,normal_approx_from_independent_group_ci,Tokens before their syntactic head differ from tokens after their syntactic head.,token_weighted_positive_minus_negative
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_iso_gpt2.csv,8,0.03118707791929688,0.01988313181009429,0.01130394610920259,0.010999922998975037,0.011607969219430143,0.00015511383174875187,72.87516517232544,0.0,supports_positive_group_greater,normal_approx_from_independent_group_ci,Tokens before their syntactic head differ from tokens after their syntactic head.,token_weighted_positive_minus_negative
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_iso_gpt2.csv,9,0.03164553643379225,0.021913637993866922,0.009731898439925325,0.009367880601038239,0.01009591627881241,0.00018572338718728912,52.399962047382765,0.0,supports_positive_group_greater,normal_approx_from_independent_group_ci,Tokens before their syntactic head differ from tokens after their syntactic head.,token_weighted_positive_minus_negative
